pair_key,annotator,breed,emotion,kp0_x,kp0_y,kp0_v,kp1_x,kp1_y,kp1_v,kp2_x,kp2_y,kp2_v,kp3_x,kp3_y,kp3_v,kp4_x,kp4_y,kp4_v,kp5_x,kp5_y,kp5_v,kp6_x,kp6_y,kp6_v,kp7_x,kp7_y,kp7_v,kp8_x,kp8_y,kp8_v,kp9_x,kp9_y,kp9_v,kp10_x,kp10_y,kp10_v,kp11_x,kp11_y,kp11_v,kp12_x,kp12_y,kp12_v,kp13_x,kp13_y,kp13_v,kp14_x,kp14_y,kp14_v,kp15_x,kp15_y,kp15_v,kp16_x,kp16_y,kp16_v,kp17_x,kp17_y,kp17_v,kp18_x,kp18_y,kp18_v,kp19_x,kp19_y,kp19_v,kp20_x,kp20_y,kp20_v,kp21_x,kp21_y,kp21_v,kp22_x,kp22_y,kp22_v,kp23_x,kp23_y,kp23_v,kp24_x,kp24_y,kp24_v,kp25_x,kp25_y,kp25_v,kp26_x,kp26_y,kp26_v,kp27_x,kp27_y,kp27_v,kp28_x,kp28_y,kp28_v,kp29_x,kp29_y,kp29_v,kp30_x,kp30_y,kp30_v,kp31_x,kp31_y,kp31_v,kp32_x,kp32_y,kp32_v,kp33_x,kp33_y,kp33_v,kp34_x,kp34_y,kp34_v,kp35_x,kp35_y,kp35_v,kp36_x,kp36_y,kp36_v,kp37_x,kp37_y,kp37_v,kp38_x,kp38_y,kp38_v,kp39_x,kp39_y,kp39_v,kp40_x,kp40_y,kp40_v,kp41_x,kp41_y,kp41_v,kp42_x,kp42_y,kp42_v,kp43_x,kp43_y,kp43_v,kp44_x,kp44_y,kp44_v,kp45_x,kp45_y,kp45_v,AU101,AU143,AU145,AU109,AU110,AU12,AU116,AU118,AU25,AU26,AU27,AD19,AD33,AD35,AD37,AD137,EAD101,EAD102,EAD103,EAD104,EAD105
DOGS/dog_5496004/dog_5496004_t0_000253.jpg,masha,American Staffordshire terrier,surprise,-0.058112,-0.140657,0.9935,0.048914,-0.148044,0.9582,-0.100348,-0.176723,0.8903,0.069604,-0.201435,0.9273,-0.164799,-0.15828,0.9251,0.134296,-0.207969,0.8227,-0.197798,-0.071613,0.985,0.20719,-0.164135,0.9117,-0.176316,-0.106202,0.892,0.179022,-0.16689,0.7697,-0.168499,-0.080417,0.9453,0.175445,-0.122449,1.0207,-0.152787,-0.053867,0.9866,0.152947,-0.070225,0.962,-0.033921,-0.083879,0.7868,0.01252,-0.088319,0.8004,-0.071681,-0.004548,0.9728,0.06237,-0.023155,0.9933,-0.110768,-0.005603,0.9977,0.099842,-0.034735,0.9896,-0.091621,-0.019334,0.9888,0.078181,-0.043625,0.9878,-0.09089,0.007455,0.9728,0.084391,-0.017089,1.0252,-0.001438,0.018768,0.9612,0.002966,0.057684,0.9975,-0.028767,0.070482,0.9608,0.037698,0.062052,0.9406,-0.031293,0.028166,0.9475,0.030313,0.020923,0.9418,-0.085276,0.042375,0.8883,0.088592,0.018185,0.9477,0.005356,0.093796,0.9506,-0.031347,0.099017,0.972,0.044959,0.090651,0.9567,0.008635,0.126182,0.9479,-0.058075,0.113625,0.8649,0.075436,0.100781,0.853,0.011041,0.143064,0.9479,-0.090082,0.138274,0.7616,0.100414,0.120981,0.7433,0.014479,0.168038,0.8994,0.014372,0.175289,0.8527,-0.043544,0.179129,0.9309,0.072581,0.167424,0.9287,0.013689,0.157799,0.9648,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
DOGS/dog_5496004/dog_5496004_t0_000322.jpg,masha,American Staffordshire terrier,relaxed,-0.062085,-0.142305,0.9657,0.047048,-0.152112,0.9405,-0.104861,-0.178556,0.9127,0.071439,-0.205237,0.88,-0.170083,-0.154742,0.9611,0.144611,-0.197833,0.8017,-0.203743,-0.071321,0.9661,0.209057,-0.142843,0.982,-0.179648,-0.1046,0.9694,0.181537,-0.155412,0.8115,-0.171504,-0.077671,0.9281,0.173506,-0.121605,0.9717,-0.154357,-0.051847,0.9498,0.150366,-0.074495,1.0009,-0.035758,-0.085567,0.782,0.011772,-0.090294,0.8132,-0.072425,-0.008262,0.9423,0.060798,-0.027655,0.968,-0.111624,-0.009176,1.0012,0.097913,-0.039231,0.9551,-0.092415,-0.022771,1.0026,0.076467,-0.047833,0.986,-0.091685,0.003985,0.9526,0.082664,-0.02172,1.0005,-0.001573,0.021743,0.9269,0.004485,0.063998,0.9228,-0.024796,0.07331,0.9402,0.035914,0.068907,0.9191,-0.030726,0.031424,0.9677,0.029827,0.024329,0.9567,-0.085544,0.03767,0.9175,0.086046,0.013065,0.9538,0.008402,0.096973,0.9856,-0.023789,0.099978,0.9312,0.041874,0.095128,0.9496,0.011447,0.127341,0.946,-0.051124,0.115075,0.8194,0.071968,0.104782,0.82,0.013523,0.143204,0.9626,-0.081245,0.144864,0.8005,0.098218,0.123581,0.8139,0.01466,0.153595,0.9675,0.015091,0.158813,0.9118,-0.03781,0.178392,0.8581,0.070631,0.172117,0.8959,0.014003,0.147354,0.9818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_5496004/dog_5496004_t0_000414.jpg,masha,American Staffordshire terrier,neutral,-0.062452,-0.141055,0.9591,0.047815,-0.151257,0.9486,-0.105674,-0.177836,0.8859,0.071771,-0.205099,0.8478,-0.170913,-0.153795,0.9645,0.144871,-0.19955,0.8288,-0.205747,-0.071901,0.9687,0.210935,-0.144134,0.9019,-0.18059,-0.103647,0.9756,0.181275,-0.153972,0.7163,-0.171715,-0.076933,0.911,0.17402,-0.120943,0.9966,-0.153826,-0.050825,0.9553,0.150797,-0.073783,1.0024,-0.034887,-0.085916,0.7789,0.012572,-0.090262,0.831,-0.072204,-0.008397,0.943,0.06107,-0.027533,0.9885,-0.111261,-0.009467,0.9988,0.098196,-0.038936,0.9927,-0.092126,-0.022623,1.0239,0.076697,-0.047863,0.9496,-0.091516,0.00356,0.9548,0.082983,-0.02141,1.0133,-0.000287,0.023411,0.9838,0.005182,0.06637,0.9089,-0.024014,0.075191,0.9218,0.036776,0.070415,0.9004,-0.030211,0.033164,0.9535,0.031529,0.025836,0.9477,-0.085078,0.036899,0.9099,0.086792,0.013354,0.9368,0.009543,0.098664,0.9332,-0.022632,0.10172,0.9474,0.041644,0.096351,0.8847,0.012647,0.127949,0.9819,-0.050896,0.11661,0.801,0.07294,0.105529,0.8504,0.014813,0.143463,0.9675,-0.080325,0.145654,0.7697,0.10236,0.125028,0.7839,0.015937,0.152793,0.8692,0.016573,0.158768,0.8322,-0.037261,0.180065,0.85,0.076485,0.174478,0.8855,0.015355,0.147579,0.9355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_5501734/dog_5501734_t0_000264.jpg,masha,Great Pyrenees,neutral,-0.097071,-0.164642,0.6133,0.102022,-0.21606,0.7015,-0.110507,-0.120126,0.8432,0.124714,-0.185834,0.4398,-0.114634,-0.06629,1.0115,0.138544,-0.124637,0.3353,-0.157523,-0.032607,0.8771,0.153003,-0.074397,0.3502,-0.149946,-0.079198,0.8336,0.148941,-0.149342,0.5245,-0.150858,-0.141552,0.8219,0.134497,-0.20685,0.6275,-0.113412,-0.181284,0.6222,0.106567,-0.231977,0.6481,-0.032413,-0.132804,0.5762,0.017958,-0.145078,0.6336,-0.047955,-0.061299,0.8996,0.060678,-0.08145,0.9766,-0.074684,-0.064448,0.9371,0.091773,-0.097803,0.9523,-0.061615,-0.072202,0.9297,0.073161,-0.100967,0.9436,-0.061406,-0.05346,0.9137,0.080677,-0.079145,0.9418,0.001975,0.013032,0.8143,-0.004793,0.093778,0.8943,-0.039957,0.101641,0.938,0.042754,0.089667,0.9366,-0.031231,0.023966,0.8008,0.038538,0.013776,0.8429,-0.059298,-0.019083,0.9034,0.086234,-0.041489,0.8353,-0.001519,0.132076,0.901,-0.034993,0.135948,0.9802,0.05079,0.12055,0.9365,0.011107,0.155832,0.9575,-0.044288,0.13805,0.7661,0.086985,0.108345,0.6771,0.015717,0.164782,0.9589,-0.055333,0.117227,0.6641,0.125963,0.073326,0.5246,0.01964,0.172112,0.9772,0.021319,0.176151,0.931,-0.018984,0.174916,0.916,0.075244,0.161254,0.705,0.018108,0.168827,0.9983,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_5730233/dog_5730233_t0_000000.jpg,masha,Tibetan terrier,relaxed,-0.132684,-0.064243,0.7743,0.158683,-0.162445,0.8328,-0.134042,0.015341,0.7486,0.202979,-0.118104,0.8036,-0.127651,0.072903,0.6532,0.259159,-0.055777,0.8541,-0.112747,0.153717,0.3004,0.339447,0.057898,0.9433,-0.158174,0.07866,0.606,0.328324,-0.097332,0.9073,-0.167,0.012503,0.749,0.236426,-0.162295,0.8795,-0.153685,-0.072884,0.7258,0.150374,-0.196578,0.7629,-0.076875,-0.096554,0.7125,-0.028785,-0.12152,0.7502,-0.086295,-0.021445,0.9229,0.026978,-0.064859,0.9769,-0.111037,-0.004335,0.9816,0.079525,-0.08101,0.9694,-0.104046,-0.022725,1.0325,0.045603,-0.09124,0.9603,-0.095431,-0.00375,0.9365,0.059597,-0.057146,0.9718,-0.049099,-0.021945,0.8997,-0.055379,0.011322,0.9287,-0.075331,0.027076,0.9133,-0.025379,0.004938,0.9384,-0.072592,-0.008497,1.0307,-0.021763,-0.026569,0.9465,-0.093701,0.024673,0.985,0.075628,-0.02772,0.8507,-0.049394,0.039828,0.9507,-0.073232,0.051145,1.0023,-0.016124,0.02555,0.9936,-0.037451,0.069122,0.9416,-0.088429,0.070304,0.8796,0.024301,0.020014,0.8261,-0.02639,0.087236,0.9981,-0.065825,0.114042,0.6749,0.060359,0.062005,0.6806,0.01554,0.146773,1.0314,0.023255,0.157049,0.9637,-0.04397,0.104351,0.8816,0.018211,0.075157,0.8213,0.008164,0.133873,0.9934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_5751498/dog_5751498_t0_000050.jpg,masha,toy terrier,relaxed,-0.147447,-0.064366,0.9149,0.129989,-0.078772,0.9846,-0.217302,-0.050109,0.8315,0.199408,-0.109564,0.9688,-0.264207,0.002964,0.7327,0.27997,-0.088621,0.9921,-0.280342,0.079355,0.6457,0.317524,-0.031911,0.9613,-0.245939,0.092243,0.6685,0.268105,-0.017397,0.9415,-0.206975,0.102271,0.842,0.212503,-0.001351,1.0234,-0.160421,0.099515,0.7577,0.163334,0.034306,0.8013,-0.051456,-0.08168,0.9509,-0.003368,-0.092124,0.8928,-0.087784,-0.016806,0.9618,0.067021,-0.031594,0.8735,-0.133921,-0.006184,0.9688,0.110562,-0.03577,0.8716,-0.114825,-0.027332,0.9787,0.087099,-0.048875,0.945,-0.110103,0.002407,0.969,0.092038,-0.019388,0.9502,-0.02004,-0.052755,0.9715,-0.016179,-0.033159,0.9676,-0.04461,-0.020511,1.0141,0.015341,-0.031418,1.0364,-0.04501,-0.042536,0.9793,0.006939,-0.053597,0.9084,-0.107893,0.032999,0.8982,0.097642,0.010389,0.8407,-0.010674,-0.005087,1.0103,-0.04735,0.00327,0.9726,0.025978,-0.0089,0.9867,-0.006253,0.030527,0.9627,-0.072493,0.034867,0.8676,0.058658,0.017386,0.8368,-0.001909,0.062342,0.9463,-0.111437,0.097815,0.6801,0.106252,0.082808,0.542,-0.000491,0.077279,0.9816,0.000552,0.087967,0.9072,-0.075264,0.107711,0.8636,0.066989,0.090535,0.8967,-0.000955,0.069837,1.0219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_5751498/dog_5751498_t0_000200.jpg,masha,Chihuahua,relaxed,-0.143627,-0.0659,0.9871,0.142405,-0.066868,0.9847,-0.205962,-0.019326,0.8395,0.215979,-0.085126,0.9711,-0.255452,0.045721,0.9448,0.292628,-0.051672,0.9822,-0.250208,0.127016,1.0221,0.323736,0.006832,0.9992,-0.215173,0.104672,0.8581,0.272853,0.022244,0.9076,-0.194794,0.084241,0.9136,0.213915,0.030729,0.8563,-0.151581,0.087062,0.7632,0.16546,0.072772,0.6217,-0.039702,-0.089683,0.947,0.003766,-0.096867,0.8612,-0.078784,-0.03099,0.9652,0.066772,-0.039248,0.8715,-0.121881,-0.022739,0.9609,0.108849,-0.037569,0.8843,-0.102456,-0.040495,0.9859,0.087194,-0.052968,0.9203,-0.100188,-0.014765,0.9383,0.090772,-0.024125,0.924,-0.01183,-0.061768,0.938,-0.00885,-0.044156,0.9527,-0.037121,-0.03359,0.9585,0.021224,-0.040734,0.9985,-0.035783,-0.053645,0.9656,0.013881,-0.06127,0.9773,-0.10115,0.013964,0.9454,0.096262,0.003321,0.8614,-0.004785,-0.017308,0.9764,-0.040678,-0.011633,0.9616,0.030598,-0.019222,0.961,-0.002268,0.016496,0.9881,-0.066821,0.016766,0.8268,0.059065,0.007207,0.8401,-0.000575,0.046727,0.9204,-0.111259,0.075104,0.6631,0.102218,0.069688,0.7399,-0.000329,0.061562,1.0093,7.2e-05,0.072106,0.9281,-0.072569,0.085571,0.8489,0.064852,0.083545,0.7742,-0.000331,0.054204,1.0362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_5751502/dog_5751502_t0_000175.jpg,danek,toy terrier,neutral,-0.081523,-0.171176,0.9045,0.070482,-0.206528,0.9602,-0.102579,-0.154038,0.6072,0.115168,-0.215191,0.6954,-0.111362,-0.122088,0.7361,0.15331,-0.191905,0.922,-0.121879,-0.086613,0.8651,0.192923,-0.148464,0.9744,-0.138241,-0.10349,0.8025,0.194688,-0.215802,0.9105,-0.141678,-0.129427,0.7803,0.154389,-0.15571,0.9303,-0.112486,-0.096667,0.7284,0.129162,-0.130608,0.8447,-0.07206,-0.081967,0.6534,-0.041057,-0.088572,0.507,-0.063425,0.002129,0.8584,0.012573,-0.018895,0.8447,-0.096738,-0.013406,0.6988,0.060361,-0.043782,0.8921,-0.082421,-0.01895,0.7162,0.031716,-0.047762,0.9045,-0.078203,0.006968,0.7296,0.04335,-0.017139,0.9246,-0.018701,0.051071,0.9166,-0.015046,0.105054,0.8222,-0.032418,0.112897,0.8731,0.008221,0.103869,0.8814,-0.035707,0.059335,0.876,0.002213,0.050981,0.8631,-0.058123,0.035584,0.7563,0.046585,0.011809,0.8318,-0.011323,0.129514,0.9213,-0.030535,0.135614,0.9448,0.011747,0.1248,0.8904,-0.007449,0.143598,0.9222,-0.041102,0.12035,0.7192,0.041292,0.113755,0.7655,-0.006759,0.146924,0.8766,-0.04433,0.101615,0.7545,0.07788,0.104067,0.7562,-0.005987,0.150194,0.8282,-0.00559,0.15222,0.7915,-0.03308,0.14344,0.7716,0.035666,0.145929,0.8962,-0.006181,0.14869,0.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_5751625/dog_5751625_t0_000275.jpg,danek,toy terrier,neutral,-0.092119,-0.178523,0.8916,0.032903,-0.163106,0.8149,-0.130532,-0.211825,0.8211,0.074901,-0.173217,0.8912,-0.192737,-0.211546,0.8029,0.104275,-0.177622,1.0075,-0.238423,-0.149663,0.9555,0.129557,-0.174675,1.0284,-0.217838,-0.146117,0.8343,0.121387,-0.146116,0.9623,-0.196003,-0.120914,0.9397,0.100137,-0.12286,1.0134,-0.172522,-0.08231,0.8385,0.076981,-0.099547,0.904,-0.00564,-0.07678,0.6964,0.035183,-0.075323,0.683,-0.03281,-0.007241,0.9964,0.053982,0.003102,0.9542,-0.072466,-0.023453,1.0095,0.080751,-0.001241,0.9231,-0.048558,-0.027841,0.9889,0.068015,-0.012662,0.9599,-0.055592,-0.004413,0.9632,0.067067,0.013509,0.9427,0.019217,0.043213,0.9251,0.039524,0.094341,0.9486,0.015224,0.094343,0.9452,0.056133,0.100995,0.9643,-0.005429,0.045061,0.9502,0.040881,0.051296,1.0048,-0.05763,0.026886,0.9597,0.057136,0.042192,0.9182,0.038138,0.119554,0.9448,0.012469,0.114798,0.9301,0.055624,0.122695,0.9416,0.029159,0.13941,1.0082,-0.022165,0.104655,0.7942,0.060169,0.121626,0.7704,0.024861,0.146686,0.995,-0.077912,0.083887,0.8771,0.061519,0.112307,0.685,0.020203,0.153728,0.9314,0.018093,0.15792,0.9028,-0.020504,0.134418,0.8727,0.044259,0.146728,0.963,0.022333,0.15023,0.9872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_5794740/dog_5794740_t0_000025.jpg,danek,Weimaraner,happy,-0.15285,-0.083365,0.9422,0.134444,-0.137111,0.9322,-0.187555,-0.001707,0.6684,0.202932,-0.083086,0.7099,-0.182746,0.083032,0.6275,0.227284,-0.011837,0.5089,-0.174655,0.232443,0.9475,0.264602,0.142153,0.9373,-0.155953,0.138952,0.4062,0.217315,0.021403,0.7282,-0.177199,0.031275,0.3289,0.181253,-0.020122,0.5632,-0.138049,0.025017,0.7057,0.162785,-0.019924,0.8502,-0.051207,-0.141934,0.7596,0.006646,-0.148907,0.7406,-0.091175,-0.073119,0.988,0.060819,-0.094652,0.9949,-0.128081,-0.067276,0.9676,0.096592,-0.099974,0.9746,-0.113736,-0.088263,0.9842,0.07685,-0.110773,0.989,-0.108379,-0.056566,0.9814,0.079565,-0.08833,0.9667,-0.017121,-0.066284,0.9016,-0.016203,-0.033165,0.9457,-0.055836,-0.016955,0.9274,0.027668,-0.028321,0.9572,-0.051517,-0.054662,0.9451,0.018587,-0.063968,0.9035,-0.104927,-0.020991,0.994,0.086953,-0.050719,0.9092,-0.011334,0.010605,0.9736,-0.063214,0.019452,0.9549,0.042992,0.004669,1.0004,-0.004916,0.056833,0.9806,-0.082467,0.045484,0.7817,0.072761,0.021542,0.7142,-0.001208,0.081779,0.914,-0.096174,0.078679,0.8149,0.111705,0.051279,0.8073,0.019007,0.215924,0.741,0.022292,0.230828,0.7634,-0.060716,0.116143,0.9936,0.069994,0.094341,0.9129,0.012579,0.183942,0.7162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_5794740/dog_5794740_t0_000275.jpg,danek,Weimaraner,neutral,-0.121904,-0.111382,1.022,0.141695,-0.177918,0.9462,-0.153416,-0.029694,0.7809,0.191055,-0.157345,0.8506,-0.141392,0.058255,0.9284,0.232844,-0.082829,0.6262,-0.128089,0.162398,0.9826,0.316678,0.06381,0.8289,-0.0907,0.122421,0.6916,0.250326,-0.041524,0.9159,-0.085424,0.039132,0.442,0.213285,-0.076677,0.82,-0.081403,0.024097,0.8688,0.180553,-0.089292,0.8563,-0.052433,-0.13754,0.8286,-0.005991,-0.145087,0.8078,-0.088657,-0.076421,0.9587,0.041871,-0.098018,0.9979,-0.110396,-0.074457,0.9167,0.078828,-0.106709,0.9645,-0.098987,-0.086431,1.0415,0.056122,-0.117124,0.9849,-0.101634,-0.06601,0.9909,0.064028,-0.090716,0.9555,-0.034466,-0.031007,0.9259,-0.042099,0.021079,0.9561,-0.076143,0.03685,0.9376,0.000728,0.018039,0.9092,-0.06781,-0.018967,0.9357,0.002101,-0.029591,0.9433,-0.101611,-0.031024,1.0553,0.067233,-0.057541,0.8835,-0.037119,0.060417,0.9482,-0.075428,0.071298,0.9744,0.010745,0.048367,0.999,-0.024379,0.097262,0.8963,-0.083538,0.08022,0.854,0.048964,0.045517,0.7348,-0.019099,0.109014,0.9809,-0.090452,0.08504,0.8466,0.110046,0.039915,0.8779,0.010861,0.195635,0.9672,0.014772,0.208844,0.926,-0.060832,0.118705,0.9704,0.056157,0.098874,0.9101,0.003804,0.173137,0.7554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_5794811/dog_5794811_t0_000025.jpg,danek,Weimaraner,angry,-0.04557,-0.183094,0.5611,0.063176,-0.218703,0.9082,-0.079765,-0.107884,0.4255,0.134014,-0.186356,0.9215,-0.082842,-0.057781,0.4263,0.182236,-0.1044,0.6549,-0.086641,-0.015785,1.0181,0.227755,-0.001807,0.551,-0.087372,-0.048544,0.494,0.245486,-0.112379,0.3382,-0.083998,-0.09543,0.6846,0.193643,-0.164111,0.1971,-0.052102,-0.169512,0.6318,0.08305,-0.232747,0.9565,-0.054691,-0.105073,0.4869,-0.02277,-0.116338,0.64,-0.058436,-0.051904,0.6903,0.009822,-0.106813,0.9234,-0.075555,-0.049708,0.7272,0.038047,-0.135837,0.9126,-0.069792,-0.058577,0.8144,0.011491,-0.132887,0.994,-0.065369,-0.044041,0.6914,0.034151,-0.114724,0.8823,-0.01681,0.028737,0.9093,-0.045171,0.098416,0.948,-0.06675,0.106951,0.8354,-0.016374,0.096815,0.9194,-0.039057,0.035739,0.8936,0.007709,0.030395,0.8155,-0.056398,-0.020298,0.8187,0.058659,-0.063761,0.7428,-0.045561,0.131202,0.9021,-0.0693,0.134477,0.8942,-0.012748,0.123417,0.9662,-0.040239,0.153564,0.9228,-0.077116,0.132969,0.6409,0.022059,0.111736,0.6991,-0.03678,0.160067,0.945,-0.075945,0.108175,0.5081,0.12159,0.020793,0.4567,-0.034151,0.165241,0.8756,0.116881,0.173885,0.8612,-0.061601,0.16221,0.8949,0.140673,0.139863,0.7986,0.086188,0.139833,0.9276,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_5921464/dog_5921464_t0_000087.jpg,masha,dingo,surprise,-0.056245,-0.104313,0.9114,0.055589,-0.131568,0.899,-0.097904,-0.148135,0.9728,0.073954,-0.188288,0.9546,-0.136164,-0.178941,0.9631,0.09457,-0.238455,1.0135,-0.184647,-0.194209,0.9849,0.133826,-0.279147,0.9596,-0.176205,-0.117716,0.9738,0.171206,-0.207091,0.9267,-0.141984,-0.058352,0.8451,0.171574,-0.137948,0.8948,-0.102049,-0.002566,0.7291,0.167578,-0.073161,0.772,-0.022533,-0.064398,0.8351,0.015309,-0.069935,0.8681,-0.037633,0.005003,0.9882,0.051666,-0.00903,0.9923,-0.06934,0.013237,0.9883,0.09779,-0.020794,1.0101,-0.058587,-0.009139,1.004,0.07056,-0.03365,0.9965,-0.051568,0.024521,0.9827,0.079373,0.000293,0.9759,-0.006729,0.020904,0.9574,-0.022913,0.061851,0.9225,-0.049649,0.074114,0.9263,0.010203,0.061877,0.9586,-0.029089,0.029686,0.9484,0.018257,0.023589,0.9381,-0.054123,0.053097,0.9246,0.084342,0.034372,0.9634,-0.021553,0.094881,0.9517,-0.050035,0.102799,0.9724,0.016503,0.089047,0.9791,-0.014067,0.125207,0.9412,-0.055458,0.114911,0.8996,0.051041,0.093011,0.8215,-0.008666,0.140755,1.0216,-0.05199,0.129595,0.8666,0.098629,0.13224,0.9314,0.007667,0.184485,0.9692,0.01176,0.199029,0.9006,-0.033571,0.155969,0.8822,0.052977,0.144612,0.9627,0.001874,0.164483,1.0093,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
DOGS/dog_5921464/dog_5921464_t0_000174.jpg,masha,dingo,surprise,-0.049496,-0.103765,0.9065,0.056779,-0.132467,0.9696,-0.094589,-0.137702,0.9991,0.078717,-0.186777,0.9533,-0.136165,-0.162544,1.006,0.098452,-0.236557,0.9916,-0.184363,-0.177459,0.9681,0.134211,-0.281351,1.0284,-0.166628,-0.10394,1.0019,0.172027,-0.21284,0.972,-0.129197,-0.053147,0.9068,0.175546,-0.142206,0.9782,-0.087474,-0.002529,0.7767,0.16941,-0.074776,0.8386,-0.019898,-0.063754,0.8994,0.015184,-0.070609,0.8656,-0.035335,0.005626,1.0036,0.05177,-0.011988,0.9412,-0.064262,0.012375,0.9903,0.096581,-0.022783,1.0256,-0.053867,-0.00734,0.9971,0.070484,-0.034792,0.9947,-0.048633,0.022472,0.9756,0.078551,-0.003573,1.0139,-0.008077,0.019971,0.9279,-0.031915,0.068266,0.9421,-0.056482,0.078396,0.921,0.001109,0.066843,0.8966,-0.028926,0.02873,0.9076,0.015972,0.022154,0.8966,-0.051689,0.045814,1.0106,0.082304,0.030067,0.9788,-0.032274,0.100125,0.944,-0.05752,0.10705,0.9764,0.006092,0.092543,0.9873,-0.023264,0.127953,0.9719,-0.059692,0.116868,0.8791,0.042506,0.093437,0.8681,-0.0171,0.141562,0.9659,-0.059771,0.121598,0.6982,0.102139,0.119676,0.9596,0.005991,0.193205,1.0313,0.009616,0.207652,0.9719,-0.038886,0.155335,0.9982,0.047265,0.139858,0.9162,-0.001187,0.168323,0.9695,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
DOGS/dog_5968168/dog_5968168_t0_000000.jpg,danek,miniature pinscher,neutral,-0.122756,-0.161284,0.9742,0.085015,-0.164623,0.9669,-0.195492,-0.131292,0.8074,0.150848,-0.136461,0.7446,-0.21136,-0.058508,0.7816,0.170165,-0.063571,0.8067,-0.213194,0.01717,1.0015,0.161138,0.013525,0.9893,-0.25834,-0.042555,0.9722,0.203775,-0.041521,0.925,-0.19073,-0.034961,0.9753,0.149223,-0.040397,0.7439,-0.16576,-0.028943,0.952,0.134105,-0.042732,0.9501,-0.037897,-0.122566,0.7772,0.019613,-0.125488,0.7722,-0.076404,-0.059876,0.9734,0.068879,-0.065103,0.9705,-0.121266,-0.064206,0.995,0.105627,-0.071065,0.9607,-0.098795,-0.078352,0.9936,0.08712,-0.083046,0.9541,-0.100201,-0.04946,0.9441,0.088926,-0.055986,0.9594,0.009484,-0.005083,0.8356,0.025113,0.035962,0.9139,-0.022442,0.050609,0.8641,0.073263,0.045831,0.8531,-0.027247,0.005921,0.8576,0.04768,-0.002556,0.8457,-0.095407,-0.015544,0.8833,0.087314,-0.025276,0.9392,0.032476,0.083788,0.9576,-0.026642,0.088261,0.9208,0.082282,0.085698,0.942,0.031202,0.122567,0.8557,-0.060289,0.096532,0.7545,0.097702,0.097074,0.7422,0.031219,0.140534,0.8237,-0.089674,0.112179,0.7144,0.109352,0.099428,0.8333,0.029367,0.163292,0.9079,0.029794,0.175053,0.8156,-0.039718,0.1577,0.7146,0.08421,0.1497,0.8528,0.029578,0.151648,0.8354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
