emotion,video,folder,fid,drive_link
angry,alert-boxer-dog-standing-in-grassy-yard-2025-12-17-12-20-44-utc.mp4,angry_dogs_masha,1IxSXroUmxWwmdRjkrApdnZMzcl1loCQf,https://drive.google.com/uc?id=1IxSXroUmxWwmdRjkrApdnZMzcl1loCQf
angry,angry-dog-growling-and-baring-its-teeth-2026-09-16-17-33-44-utc.mov,angry_dogs_masha,1D9XmlNYI5AUsTt5AmFgjkJRFNdXHDNiZ,https://drive.google.com/uc?id=1D9XmlNYI5AUsTt5AmFgjkJRFNdXHDNiZ
angry,angry-fluffy-dog-lying-on-couch-2025-12-17-11-02-46-utc.mov,angry_dogs_masha,1d_RQtsjyR5C3U30JYJKX8aNPaT6QHhWM,https://drive.google.com/uc?id=1d_RQtsjyR5C3U30JYJKX8aNPaT6QHhWM
angry,barking-doberman-pinscher-with-leash-aggressively-2025-12-18-01-48-13-utc.mp4,angry_dogs_masha,1OSDWDEqJznDDWwc68r3q9TgyysEdsywR,https://drive.google.com/uc?id=1OSDWDEqJznDDWwc68r3q9TgyysEdsywR
angry,barking-dog-in-rural-setting-2026-09-16-05-56-53-utc.mov,angry_dogs_masha,1DLNheN60WNQSEIlyNhVWcuIz5EEP31us,https://drive.google.com/uc?id=1DLNheN60WNQSEIlyNhVWcuIz5EEP31us
angry,black-and-tan-dog-barks-in-close-up-2025-12-17-12-55-11-utc.mov,angry_dogs_masha,1ZjrYkr5K4yrsrmDxORbYoB0srhFrDJzy,https://drive.google.com/uc?id=1ZjrYkr5K4yrsrmDxORbYoB0srhFrDJzy
angry,black-and-white-dog-lying-on-a-couch-2026-01-22-13-05-19-utc.mp4,angry_dogs_masha,1O3NVWjkZSqehZ0l-nalB4VnPxft1Hmio,https://drive.google.com/uc?id=1O3NVWjkZSqehZ0l-nalB4VnPxft1Hmio
angry,cLDrSXhhPO8_000064.mp4,tiktok_playlist_nareski,1VsIIoLb5wl86BUhApYAdZDRQcWYiHoc1,https://drive.google.com/uc?id=1VsIIoLb5wl86BUhApYAdZDRQcWYiHoc1
angry,cLDrSXhhPO8_000528.mp4,tiktok_playlist_nareski,1hBarcuR9bFsoX8jpV_dhvA4vcmeSmIqv,https://drive.google.com/uc?id=1hBarcuR9bFsoX8jpV_dhvA4vcmeSmIqv
angry,cLDrSXhhPO8_002053.mp4,tiktok_playlist_nareski,1af9uFtqlU_8EK49zmIeKqnmaHvJqtxiy,https://drive.google.com/uc?id=1af9uFtqlU_8EK49zmIeKqnmaHvJqtxiy
angry,close-up-of-a-black-and-brown-dog-howling-2026-09-16-03-49-23-utc.mov,angry_dogs_masha,1ANg3eNT1JfJ67BZpAM2JnvFhAAZDOC3h,https://drive.google.com/uc?id=1ANg3eNT1JfJ67BZpAM2JnvFhAAZDOC3h
angry,close-up-of-black-and-white-dog-s-face-2025-12-17-15-32-21-utc.mov,angry_dogs_masha,14nUoepZnK6FjigjcXCIk8-g-XGKs_EDW,https://drive.google.com/uc?id=14nUoepZnK6FjigjcXCIk8-g-XGKs_EDW
angry,close-up-of-dog-barking-aggressively-outdoors-2025-12-17-22-48-27-utc.mov,angry_dogs_masha,1HpiCQuWxEba5wqGrhk8UX1Qm40aeDBoU,https://drive.google.com/uc?id=1HpiCQuWxEba5wqGrhk8UX1Qm40aeDBoU
angry,close-up-of-dog-howling-outside-brick-wall-2026-02-03-16-29-23-utc.mp4,angry_dogs_masha,1UwwyyqlusQrz051xcMJH7g2mj4qhz6Cd,https://drive.google.com/uc?id=1UwwyyqlusQrz051xcMJH7g2mj4qhz6Cd
angry,close-up-of-golden-retriever-barking-2025-12-17-14-28-12-utc.mov,angry_dogs_masha,1cnlRKz0HnsQW2tAm7ZVN_A70VHS_bN63,https://drive.google.com/uc?id=1cnlRKz0HnsQW2tAm7ZVN_A70VHS_bN63
angry,close-up-of-white-dog-baring-teeth-2025-12-17-10-53-06-utc.mov,angry_dogs_masha,1IiRrnYqNvNmXdsz3DDMaa_x0LUzdWszB,https://drive.google.com/uc?id=1IiRrnYqNvNmXdsz3DDMaa_x0LUzdWszB
angry,dog-bares-teeth-in-winter-2025-12-17-19-29-55-utc.mov,angry_dogs_masha,1PYOF3MYdCxyRe_-lhpYp1J-XflL-e_vl,https://drive.google.com/uc?id=1PYOF3MYdCxyRe_-lhpYp1J-XflL-e_vl
angry,dog-barking-behind-chain-link-fence-2025-12-18-00-01-26-utc.mov,angry_dogs_masha,1vO4lBGjjQnU1_4BIthG-znUuD9iR9j9E,https://drive.google.com/uc?id=1vO4lBGjjQnU1_4BIthG-znUuD9iR9j9E
angry,dog-barking-behind-wire-fence-in-rural-setting-2026-09-16-17-40-46-utc.mov,angry_dogs_masha,1g8MzxvSJ6-0eqA3TDRi3YQlFB-mcdrOR,https://drive.google.com/uc?id=1g8MzxvSJ6-0eqA3TDRi3YQlFB-mcdrOR
angry,dog-barking-close-up-on-white-background-2025-12-17-12-06-21-utc.mov,angry_dogs_masha,1EsFWXWCmpj-2-F7X_F1R2dM8mWdCsKSH,https://drive.google.com/uc?id=1EsFWXWCmpj-2-F7X_F1R2dM8mWdCsKSH
angry,dog-barking-outdoors-in-a-wooded-area-2026-09-16-08-44-08-utc.mov,angry_dogs_masha,1j7DTwwiatNBN0Goz8yPI7HqhN3L7LS_z,https://drive.google.com/uc?id=1j7DTwwiatNBN0Goz8yPI7HqhN3L7LS_z
angry,dog-barking-outdoors-in-rural-environment-2025-12-17-10-50-01-utc.mov,angry_dogs_masha,1ahrnBTOIqP1iCtdrmyTDASn2M42IvXSQ,https://drive.google.com/uc?id=1ahrnBTOIqP1iCtdrmyTDASn2M42IvXSQ
angry,dog-barks-and-runs-on-grassy-hillside-2026-09-16-09-15-43-utc.mov,angry_dogs_masha,1Ws9ZB0ljUChgdXFZsk72cBQ9VqiI7jy9,https://drive.google.com/uc?id=1Ws9ZB0ljUChgdXFZsk72cBQ9VqiI7jy9
angry,dog-barks-from-behind-suburban-fence-2026-09-16-15-05-16-utc.mov,angry_dogs_masha,1jib7EqkctwTTQpPh28Ildbgk9dCjIMuF,https://drive.google.com/uc?id=1jib7EqkctwTTQpPh28Ildbgk9dCjIMuF
angry,dog-barks-in-close-up-shot-2025-12-17-14-16-48-utc.mov,angry_dogs_masha,1kQYy96XPhXY2xu4IqwKb89tks9hyvBZV,https://drive.google.com/uc?id=1kQYy96XPhXY2xu4IqwKb89tks9hyvBZV
angry,dog-barks-on-rug-wearing-pet-clothing-2025-12-17-17-23-55-utc.mp4,angry_dogs_masha,1WUzPExNbwHzKGMi0n3mB-fOCrIkTr14r,https://drive.google.com/uc?id=1WUzPExNbwHzKGMi0n3mB-fOCrIkTr14r
angry,dog-close-up-barks-in-the-forest-2026-01-22-02-38-37-utc.mp4,angry_dogs_masha,1TY3oEJGDDmwhyU4182b0lyJHFgdtWdio,https://drive.google.com/uc?id=1TY3oEJGDDmwhyU4182b0lyJHFgdtWdio
angry,dog-eating-and-snarling-in-a-rural-setting-2025-12-17-11-26-54-utc.mov,angry_dogs_masha,1PuGMZIrFFWGbTGcqBeHCmi15lkjL_tFx,https://drive.google.com/uc?id=1PuGMZIrFFWGbTGcqBeHCmi15lkjL_tFx
angry,dog-growling-on-leash-outdoors-during-the-day-2026-09-16-13-24-11-utc.mp4,angry_dogs_masha,1FqXYU-orb7ptOkmQnvcoGNDpd7w-jNE1,https://drive.google.com/uc?id=1FqXYU-orb7ptOkmQnvcoGNDpd7w-jNE1
angry,dog-growls-aggressively-outdoors-in-daytime-2026-09-16-17-51-23-utc.mp4,angry_dogs_masha,1JB2gIriHPaaf_ylvTt3CA4a9WAnUcoSS,https://drive.google.com/uc?id=1JB2gIriHPaaf_ylvTt3CA4a9WAnUcoSS
angry,dog-lying-on-grass-panting-and-barking-2025-12-17-23-04-00-utc.mov,angry_dogs_masha,1yu5MMepvPJrnrSEz3UjuLqA9H088vEGt,https://drive.google.com/uc?id=1yu5MMepvPJrnrSEz3UjuLqA9H088vEGt
angry,dog-sits-on-director-s-chair-with-megaphone-2025-12-17-12-43-28-utc.mov,angry_dogs_masha,120Jeo7D3s0n1k85oqJaBGNNIQCqWvBYK,https://drive.google.com/uc?id=120Jeo7D3s0n1k85oqJaBGNNIQCqWvBYK
angry,dog-sitting-in-open-car-trunk-barking-2025-12-17-23-31-21-utc.mov,angry_dogs_masha,1P7QqRvPkvRcLKRiDqbTynA7mioCHHGo2,https://drive.google.com/uc?id=1P7QqRvPkvRcLKRiDqbTynA7mioCHHGo2
angry,dog-sitting-on-a-couch-howling-2026-09-16-02-39-24-utc.mp4,angry_dogs_masha,1HYGk2Q6LJfZuXWLcOM6c-9JiqRXBXrL1,https://drive.google.com/uc?id=1HYGk2Q6LJfZuXWLcOM6c-9JiqRXBXrL1
angry,dog-stands-in-yard-and-howls-2026-09-16-12-25-20-utc.mov,angry_dogs_masha,1jk8t2yU_kSdfJq6ZDLYT_z5wIMQ6dk-F,https://drive.google.com/uc?id=1jk8t2yU_kSdfJq6ZDLYT_z5wIMQ6dk-F
angry,dog-tilts-head-back-and-opens-mouth-2025-12-17-14-31-50-utc.mov,angry_dogs_masha,1XFr7-JFdO5Qjq-ACB8yU7-Puv_Hlt-QQ,https://drive.google.com/uc?id=1XFr7-JFdO5Qjq-ACB8yU7-Puv_Hlt-QQ
angry,energetic-dog-runs-through-snowy-winter-forest-2025-12-17-18-00-53-utc.mov,angry_dogs_masha,1CA3QskjvtIvZnazdLS5HNyU6TGAOs87Y,https://drive.google.com/uc?id=1CA3QskjvtIvZnazdLS5HNyU6TGAOs87Y
angry,excited-dog-panting-in-autumn-leaves-2026-01-21-05-35-42-utc.mp4,angry_dogs_masha,1h2ytJxco5AweieVPq0z3rztECbVbPU8C,https://drive.google.com/uc?id=1h2ytJxco5AweieVPq0z3rztECbVbPU8C
angry,excited-dog-running-in-the-snow-2025-12-17-14-00-11-utc.mov,angry_dogs_masha,12VmQlEFLxIMJTZIfp0yXAQSLRk7d5a_C,https://drive.google.com/uc?id=12VmQlEFLxIMJTZIfp0yXAQSLRk7d5a_C
angry,fluffy-white-dog-relaxing-on-cream-couch-2025-12-17-11-26-39-utc.mov,angry_dogs_masha,10L_OaOKVNpwE4vEGrfqR9l_jBSxOOdCN,https://drive.google.com/uc?id=10L_OaOKVNpwE4vEGrfqR9l_jBSxOOdCN
angry,german-shepherd-dog-baring-teeth-on-leash-2025-12-17-21-40-14-utc.mov,angry_dogs_masha,1rPh-Jid0O40SqS2jmGidHk9khnZuM0WG,https://drive.google.com/uc?id=1rPh-Jid0O40SqS2jmGidHk9khnZuM0WG
angry,german-shepherd-dog-barking-on-green-lawn-2026-09-16-13-39-28-utc.mov,angry_dogs_masha,1dsCqcm3SJAJjVmBezsnpoLLac3LEq-fL,https://drive.google.com/uc?id=1dsCqcm3SJAJjVmBezsnpoLLac3LEq-fL
angry,golden-labrador-dog-standing-on-green-lawn-2025-12-17-14-06-16-utc.mov,angry_dogs_masha,1NA5QcTYU_zZD5aGIzjtpjbP92yTrVx-H,https://drive.google.com/uc?id=1NA5QcTYU_zZD5aGIzjtpjbP92yTrVx-H
angry,golden-labrador-retriever-barks-outside-2025-12-17-14-06-16-utc.mov,angry_dogs_masha,17Mg1lwB7kBzgTjZnrgG68NWb2wbebLmr,https://drive.google.com/uc?id=17Mg1lwB7kBzgTjZnrgG68NWb2wbebLmr
angry,gray-dog-howling-in-studio-close-up-2025-12-17-11-50-11-utc.mp4,angry_dogs_masha,10LSGV_GeuEPZB0h6xt4JfXqluwCXXyIK,https://drive.google.com/uc?id=10LSGV_GeuEPZB0h6xt4JfXqluwCXXyIK
angry,guard-dog-barking-with-another-dog-watching-2026-09-16-09-11-19-utc.mp4,angry_dogs_masha,1F8VtOCuSYLCP27IZVhi-vipEUbblbeP_,https://drive.google.com/uc?id=1F8VtOCuSYLCP27IZVhi-vipEUbblbeP_
angry,jack-russell-terrier-barking-in-the-park-2026-09-16-09-53-43-utc.mov,angry_dogs_masha,1WpR_jDHp5hroB0IJCeOGTy2zrzOsQG6s,https://drive.google.com/uc?id=1WpR_jDHp5hroB0IJCeOGTy2zrzOsQG6s
angry,jack-russell-terrier-barking-on-leash-in-fall-park-2026-09-16-05-57-17-utc.mov,angry_dogs_masha,1M3wIaEuByDmgz0DqjfU9wNyOGEqIZJfm,https://drive.google.com/uc?id=1M3wIaEuByDmgz0DqjfU9wNyOGEqIZJfm
angry,large-dog-on-leash-in-a-grassy-field-2026-09-16-03-50-19-utc.mp4,angry_dogs_masha,1ENFJ9J8DTbYTJN88RY4vQarfGdN-Kv0N,https://drive.google.com/uc?id=1ENFJ9J8DTbYTJN88RY4vQarfGdN-Kv0N
angry,o8zoo0FJkUY_84600_0013.mp4,,1AEpkPnCaoY311lCAize7-S73ltCyqPpp,https://drive.google.com/uc?id=1AEpkPnCaoY311lCAize7-S73ltCyqPpp
angry,reddish-brown-dog-close-up-staring-off-to-side-2026-03-12-19-43-54-utc.mov,angry_dogs_masha,1J3SO1fXRZBM7lsLC3j6WpbfIRDIKRTYt,https://drive.google.com/uc?id=1J3SO1fXRZBM7lsLC3j6WpbfIRDIKRTYt
angry,small-white-dog-growling-in-studio-setting-2026-09-16-01-20-16-utc.mov,angry_dogs_masha,1vdiIBIqiMy6hC-KTLQJb32P2tKAxMZOw,https://drive.google.com/uc?id=1vdiIBIqiMy6hC-KTLQJb32P2tKAxMZOw
angry,small-white-dog-sitting-on-chair-showing-teeth-2026-09-16-10-07-05-utc.mov,angry_dogs_masha,1GEsuf-zLnjCKy21XT5IBYmViLw_6wEfb,https://drive.google.com/uc?id=1GEsuf-zLnjCKy21XT5IBYmViLw_6wEfb
angry,snarling-dog-bares-its-teeth-2025-12-17-16-25-36-utc.mov,angry_dogs_masha,1-8bpn1uqhITz5VDdrQmu0c5-EsAkMyTN,https://drive.google.com/uc?id=1-8bpn1uqhITz5VDdrQmu0c5-EsAkMyTN
angry,two-alert-dogs-barking-outdoors-in-daytime-2025-12-18-01-58-58-utc.mov,angry_dogs_masha,1X4A1wJD3_QQqrFkDk0M2BxqRqJjpUGdL,https://drive.google.com/uc?id=1X4A1wJD3_QQqrFkDk0M2BxqRqJjpUGdL
angry,two-dogs-barking-and-standing-in-nature-2025-12-17-13-02-12-utc.mov,angry_dogs_masha,11_kQ0UX9LI0dFzKq6cNxtMy4SgIvSi3v,https://drive.google.com/uc?id=11_kQ0UX9LI0dFzKq6cNxtMy4SgIvSi3v
angry,wet-light-brown-dog-barks-in-grassy-field-2025-12-17-14-06-17-utc.mov,angry_dogs_masha,1Aq9rLoJY4w-wPeXKrUH4DQucyK1Fl6Fd,https://drive.google.com/uc?id=1Aq9rLoJY4w-wPeXKrUH4DQucyK1Fl6Fd
angry,white-and-brown-stray-dog-barking-on-the-streets-o-2025-12-17-14-19-25-utc.mov,angry_dogs_masha,1sb9MVPJoooTnvDifCTeLyUYvwMMkOZ92,https://drive.google.com/uc?id=1sb9MVPJoooTnvDifCTeLyUYvwMMkOZ92
angry,white-and-brown-stray-dog-barking-on-the-streets-o-2025-12-17-14-47-20-utc.mov,angry_dogs_masha,1Z_8F62ZbOZDE2D8eY98BL-7F590j8kWs,https://drive.google.com/uc?id=1Z_8F62ZbOZDE2D8eY98BL-7F590j8kWs
angry,woman-holds-dog-s-paw-on-gray-couch-2025-12-17-20-22-03-utc.mov,angry_dogs_masha,1WlYPnzKxh7fvX6Po173WzSu8aE1Bex0K,https://drive.google.com/uc?id=1WlYPnzKxh7fvX6Po173WzSu8aE1Bex0K
fearful,.trashed-1792267605-1fa0111d21a3c1559af5f4e27c750fa0_1_1.mp4,dog_fearful_anton,1_4wtAxCH_44yhHdB15y198ak6RvWlyRd,https://drive.google.com/uc?id=1_4wtAxCH_44yhHdB15y198ak6RvWlyRd
fearful,.trashed-1792267620-09e22ac2101a647095f286a3d2a4811d_1_1.mp4,dog_fearful_anton,1fvhZ69h-oTfZUK8LJDyTYsvQXJokie76,https://drive.google.com/uc?id=1fvhZ69h-oTfZUK8LJDyTYsvQXJokie76
fearful,.trashed-1792267656-7d1ce6504456322aa6a1a041237c45f8_1_1.mp4,dog_fearful_anton,1-cBeqcmDznBm9mFj2cD90V8YAsQ6LnYq,https://drive.google.com/uc?id=1-cBeqcmDznBm9mFj2cD90V8YAsQ6LnYq
fearful,.trashed-1792268361-b09459c7cc473bddd617ec878e35e0c1.mp4,dog_fearful_anton,1FSKbSVrrfLbpC2vo6smJFcHfCmmo0fGe,https://drive.google.com/uc?id=1FSKbSVrrfLbpC2vo6smJFcHfCmmo0fGe
fearful,.trashed-1792268557-2490703a15a1c397b203ecdd4df9da31.mp4,dog_fearful_anton,1RGP97cRyLFGIDANN86DKLrgshmRGo32k,https://drive.google.com/uc?id=1RGP97cRyLFGIDANN86DKLrgshmRGo32k
fearful,.trashed-1792268689-f61593297fb22f7751b31eb5136f62b6.mp4,dog_fearful_anton,1JDdlWFUeg-kcB2-AWwxSJ7CzOeGABO1O,https://drive.google.com/uc?id=1JDdlWFUeg-kcB2-AWwxSJ7CzOeGABO1O
fearful,.trashed-1792268967-783b949a0ede7f7cd59f08ae98eaaaf0.mp4,dog_fearful_anton,1BCRkzNk7R4Bq2g9SovfrB6Q1ng7g5f4W,https://drive.google.com/uc?id=1BCRkzNk7R4Bq2g9SovfrB6Q1ng7g5f4W
fearful,.trashed-1792269115-1ec5b20ba168cc101752f1b3af156c11.mp4,dog_fearful_anton,1oycVAUqGDsGV3ljxa63B1oeYYqU8rgVs,https://drive.google.com/uc?id=1oycVAUqGDsGV3ljxa63B1oeYYqU8rgVs
fearful,.trashed-1792269171-857ac5b642ca42a6739dcb3df6b005d5.mp4,dog_fearful_anton,1nNAT6ffKh12kZLAK1AE_9PWVVtBUyGCj,https://drive.google.com/uc?id=1nNAT6ffKh12kZLAK1AE_9PWVVtBUyGCj
fearful,0275a3a616805eebc617d33e05de50b6.mp4,dog_fearful_anton,1RNK-_ojP2jDFSZG5RcgFMv_jdQtb1IkA,https://drive.google.com/uc?id=1RNK-_ojP2jDFSZG5RcgFMv_jdQtb1IkA
fearful,0391ad757cd6716aa420052e0821721d.mp4,dog_fearful_anton,126iKa0QWspTFTJ3tU8sGfb5ZAYlrgfRl,https://drive.google.com/uc?id=126iKa0QWspTFTJ3tU8sGfb5ZAYlrgfRl
fearful,09e22ac2101a647095f286a3d2a4811d.mp4,dog_fearful_anton,1Eht97XZaaDLSNa9YxGnV0L7ZjkvlqgYZ,https://drive.google.com/uc?id=1Eht97XZaaDLSNa9YxGnV0L7ZjkvlqgYZ
fearful,10936490-hd_1080_1920_30fps.mp4,dog_fearful_anton,1z-pVsEYkMZSLnNKd_kocTaHTGoqFaClq,https://drive.google.com/uc?id=1z-pVsEYkMZSLnNKd_kocTaHTGoqFaClq
fearful,12488565_1080_1920_30fps.mp4,dog_fearful_anton,1FYe_fpEC40z46ZEKYmf5xFs-jhQCS7zj,https://drive.google.com/uc?id=1FYe_fpEC40z46ZEKYmf5xFs-jhQCS7zj
fearful,14994764_2160_3840_24fps.mp4,dog_fearful_anton,1hpQ0Cuc7iRRLrUA5csqofVXtGcnWICb2,https://drive.google.com/uc?id=1hpQ0Cuc7iRRLrUA5csqofVXtGcnWICb2
fearful,15471274-uhd_2160_3840_60fps.mp4,dog_fearful_anton,1RG2eQSc5KImb-F5IWMPIoZwg6bGjdI0k,https://drive.google.com/uc?id=1RG2eQSc5KImb-F5IWMPIoZwg6bGjdI0k
fearful,16257945-hd_1080_1920_60fps.mp4,dog_fearful_anton,13fy-UGmpp9w8schQSK3HSd6GJVzW4Gel,https://drive.google.com/uc?id=13fy-UGmpp9w8schQSK3HSd6GJVzW4Gel
fearful,1fa0111d21a3c1559af5f4e27c750fa0.mp4,dog_fearful_anton,1AKl0rhSxLW03LQwvEpkYnz2amx4ixqdJ,https://drive.google.com/uc?id=1AKl0rhSxLW03LQwvEpkYnz2amx4ixqdJ
fearful,3665853229-preview.mp4,dog_fearful_anton,1MVh7Xp6mXmZgcIwOVyz-UyX0WOjm-lIL,https://drive.google.com/uc?id=1MVh7Xp6mXmZgcIwOVyz-UyX0WOjm-lIL
fearful,4027286419-preview.mp4,dog_fearful_anton,1lU-nRHbCYjFpJ7hvvSQKTtBvSq6peDoX,https://drive.google.com/uc?id=1lU-nRHbCYjFpJ7hvvSQKTtBvSq6peDoX
fearful,4210977-hd_1280_720_25fps.mp4,dog_fearful_anton,1ITn-uTZPjwjaGU5fO0Xigc64DfCgpxE2,https://drive.google.com/uc?id=1ITn-uTZPjwjaGU5fO0Xigc64DfCgpxE2
fearful,4cb1b107e769ef5bea220d5a95ec289b.mp4,dog_fearful_anton,1rjhhK6P3LHuZdcOCB3dMe9I0gZYsWjzi,https://drive.google.com/uc?id=1rjhhK6P3LHuZdcOCB3dMe9I0gZYsWjzi
fearful,4f5a272a90baebcd639802dc908a3d9a.mp4,dog_fearful_anton,1jnMhJH4oOgJfiMbANsU0tlNYhfpmZPGA,https://drive.google.com/uc?id=1jnMhJH4oOgJfiMbANsU0tlNYhfpmZPGA
fearful,4f5a272a90baebcd639802dc908a3d9a_1_1.mp4,dog_fearful_anton,1EnOTj3k3si_yXrcL7uCzFiaftDxbXM9m,https://drive.google.com/uc?id=1EnOTj3k3si_yXrcL7uCzFiaftDxbXM9m
fearful,5fb350085b5b1abd50942258af61cc89.mp4,dog_fearful_anton,1tN52Y6twoyGuu2MEjLTU4gA50mhlRk4r,https://drive.google.com/uc?id=1tN52Y6twoyGuu2MEjLTU4gA50mhlRk4r
fearful,62192775c2b49e4ab29008863306334c.mp4,dog_fearful_anton,1f4dey1Kgzr-lS-jpdRZim_5dD8hv4mGW,https://drive.google.com/uc?id=1f4dey1Kgzr-lS-jpdRZim_5dD8hv4mGW
fearful,6314345-hd_1920_1080_24fps.mp4,dog_fearful_anton,1iw77cXRQAnOPQWsdbgDuMjeqFb1EX6rn,https://drive.google.com/uc?id=1iw77cXRQAnOPQWsdbgDuMjeqFb1EX6rn
fearful,6e8129da66db084ec2c52a1260150087.mp4,dog_fearful_anton,1ncNSms7LOSNPeCReqx6Bho9aZtkpTOH2,https://drive.google.com/uc?id=1ncNSms7LOSNPeCReqx6Bho9aZtkpTOH2
fearful,7682705-uhd_3840_2160_25fps.mp4,dog_fearful_anton,1XVQCFIbKx6N_xeskbh9-lS7MCac6WDsX,https://drive.google.com/uc?id=1XVQCFIbKx6N_xeskbh9-lS7MCac6WDsX
fearful,796445f1adc1913d1e9c4843c1a96bda.mp4,dog_fearful_anton,18UD9vSevL3YhziaqZZLaAyyah5JDZOHt,https://drive.google.com/uc?id=18UD9vSevL3YhziaqZZLaAyyah5JDZOHt
fearful,7a1da912409a791228d2d55e3d2a42bb.mp4,dog_fearful_anton,1qnC6DuQ_pfiqdViiMOrufmmZVfp9z77D,https://drive.google.com/uc?id=1qnC6DuQ_pfiqdViiMOrufmmZVfp9z77D
fearful,7b64d5bdf356aa4dad0fa51a18b45cc5.mp4,dog_fearful_anton,16_52VDTSzdAFit-2Rwqy5gBb94qQ5gbp,https://drive.google.com/uc?id=16_52VDTSzdAFit-2Rwqy5gBb94qQ5gbp
fearful,9421549-hd_1920_1080_25fps.mp4,dog_fearful_anton,1PDCJ_5ZOPoRC1xwCNeznkPhhAPoAPAYN,https://drive.google.com/uc?id=1PDCJ_5ZOPoRC1xwCNeznkPhhAPoAPAYN
fearful,VID_20260917220907.mp4,dog_fearful_anton,1G7p6inGxvD0LMW4A9ws8H0N_gHfJBK7d,https://drive.google.com/uc?id=1G7p6inGxvD0LMW4A9ws8H0N_gHfJBK7d
fearful,VID_20260917221002.mp4,dog_fearful_anton,1dp5RSe4NeRHBC5oUCPSo61SaGsFjBdZ6,https://drive.google.com/uc?id=1dp5RSe4NeRHBC5oUCPSo61SaGsFjBdZ6
fearful,VID_20260917221046.mp4,dog_fearful_anton,1PdnyZ3TjlI7xxRmFszWfD4kG2qz5j5tv,https://drive.google.com/uc?id=1PdnyZ3TjlI7xxRmFszWfD4kG2qz5j5tv
fearful,VID_20260917221120.mp4,dog_fearful_anton,1WAioIAJ-jyjc4hHjGzYFmBuGXYeBzHXX,https://drive.google.com/uc?id=1WAioIAJ-jyjc4hHjGzYFmBuGXYeBzHXX
fearful,VID_20260917221155.mp4,dog_fearful_anton,1v-uNNW5CC14xVd9Z87uFZEJofn7WeN1p,https://drive.google.com/uc?id=1v-uNNW5CC14xVd9Z87uFZEJofn7WeN1p
fearful,VID_20260917221233.mp4,dog_fearful_anton,1Frifs7KWuN95ml-XBLKYrwNDZxicdch_,https://drive.google.com/uc?id=1Frifs7KWuN95ml-XBLKYrwNDZxicdch_
fearful,VID_20260917221326.mp4,dog_fearful_anton,1TRFobs1nxyrUSetIxXbQJQsukiL4PrSA,https://drive.google.com/uc?id=1TRFobs1nxyrUSetIxXbQJQsukiL4PrSA
fearful,VID_20260917221413.mp4,dog_fearful_anton,1OgY_A_u2KJWAQcPinL7XXaAJo8S9vISi,https://drive.google.com/uc?id=1OgY_A_u2KJWAQcPinL7XXaAJo8S9vISi
fearful,VID_20260917221450.mp4,dog_fearful_anton,1VKqc4yCNU_R3Chj37th_eW-w9ceF-Hyk,https://drive.google.com/uc?id=1VKqc4yCNU_R3Chj37th_eW-w9ceF-Hyk
fearful,VID_20260917221527.mp4,dog_fearful_anton,1BV6FPdl1Ra-J55znDHzQisApz0s0KLfy,https://drive.google.com/uc?id=1BV6FPdl1Ra-J55znDHzQisApz0s0KLfy
fearful,VID_20260917221628.mp4,dog_fearful_anton,1Wdo0fCOak7gDpNOHCF7B5hoARW7hmVmA,https://drive.google.com/uc?id=1Wdo0fCOak7gDpNOHCF7B5hoARW7hmVmA
fearful,VID_20260917221703.mp4,dog_fearful_anton,1DZCi83OdhXoyb6eSEDp_a0RFgfZoDAMe,https://drive.google.com/uc?id=1DZCi83OdhXoyb6eSEDp_a0RFgfZoDAMe
fearful,VID_20260917221734.mp4,dog_fearful_anton,1o1C13Ne7nzWjyGHUYvt5ATqhKC_mu9j9,https://drive.google.com/uc?id=1o1C13Ne7nzWjyGHUYvt5ATqhKC_mu9j9
fearful,VID_20260917221824.mp4,dog_fearful_anton,1m0iEjk5T_BwadBA0acq5sNkoJCgl1JJ8,https://drive.google.com/uc?id=1m0iEjk5T_BwadBA0acq5sNkoJCgl1JJ8
fearful,VID_20260917221908.mp4,dog_fearful_anton,1DgbIXHENWVnf7Bmf-Vyw_n0o1gsq_XXn,https://drive.google.com/uc?id=1DgbIXHENWVnf7Bmf-Vyw_n0o1gsq_XXn
fearful,VID_20260917222002.mp4,dog_fearful_anton,1fIZln-nKBcC1ZHfsH7DsmJuZb5YDd6sX,https://drive.google.com/uc?id=1fIZln-nKBcC1ZHfsH7DsmJuZb5YDd6sX
fearful,VID_20260917222031.mp4,dog_fearful_anton,1GbQbuhwmPn3ua_N0TAPW5oINBegsLH83,https://drive.google.com/uc?id=1GbQbuhwmPn3ua_N0TAPW5oINBegsLH83
fearful,VID_20260917222059.mp4,dog_fearful_anton,1zWwjifRVDb3vRQ0bpXjw-ZvE7XQYC4wf,https://drive.google.com/uc?id=1zWwjifRVDb3vRQ0bpXjw-ZvE7XQYC4wf
fearful,VID_20260917222151.mp4,dog_fearful_anton,1jnztWphA3YB1-fW52EojZhHUKWxDxkpE,https://drive.google.com/uc?id=1jnztWphA3YB1-fW52EojZhHUKWxDxkpE
fearful,VID_20260917222506.mp4,dog_fearful_anton,1RIks2n8xj6ul117mwbyFQ3JYaD3-u9dT,https://drive.google.com/uc?id=1RIks2n8xj6ul117mwbyFQ3JYaD3-u9dT
