video_name,emotion,resolution_tier,source_video,video_width,video_height,content_width,content_height,blurred_bars,frame_start,frame_end,drive_path,drive_file_id
fearful_132.mp4,fearful,high_resolution,cute-dog-standing-in-a-grassy-outdoor-setting-2026-09-17-16-44-00-utc.mp4,1920,1080,1920,1080,,high_resolution/fearful/fearful_132_1.jpg,high_resolution/fearful/fearful_132_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_132.mp4,138SnNCmM8XRyBja1267jHMVh0QYC2G7b
fearful_133.mov,fearful,high_resolution,cute-little-dog-looks-upward-on-grassy-field-2026-09-16-16-10-34-utc.mov,1920,1080,1920,1080,,high_resolution/fearful/fearful_133_1.jpg,high_resolution/fearful/fearful_133_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_133.mov,1Hnfs37oXOyDxsa02UFOrgnniDWAKusPM
fearful_134.mp4,fearful,high_resolution,cute-white-dog-sitting-indoors-looking-up-2026-09-17-17-18-56-utc.mp4,1920,1080,1920,1080,,high_resolution/fearful/fearful_134_1.jpg,high_resolution/fearful/fearful_134_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_134.mp4,1HoXUXIYY9zuKjx5M4QnyboE0Q0L5ndiE
fearful_135.mp4,fearful,low_resolution,d945bd6d778675fcc8b290e106eee07b.mp4,480,856,480,856,,low_resolution/fearful/fearful_135_1.jpg,low_resolution/fearful/fearful_135_2.jpg,DATASET_final_videos/low_resolution/fearful/fearful_135.mp4,1WeL1hWntGbF0j3onBy0rNACRVMLyWrH8
fearful_136.mov,fearful,high_resolution,dachshund-dog-looking-alertly-out-of-frame-2026-09-16-09-20-23-utc.mov,2048,1080,2048,1080,,high_resolution/fearful/fearful_136_1.jpg,high_resolution/fearful/fearful_136_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_136.mov,11cgwzpDs7woA6iNgiAdELutGQYhwhCFe
fearful_137.mov,fearful,high_resolution,dog-gets-head-pet-close-up-indoors-2026-09-17-12-31-24-utc.mov,1920,1080,1920,1080,,high_resolution/fearful/fearful_137_1.jpg,high_resolution/fearful/fearful_137_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_137.mov,1BIZTa5whcKur2MXHCnSduSmtF8tMWTBX
fearful_138.mov,fearful,high_resolution,dog-looking-up-with-hopeful-expression-2026-09-17-10-18-36-utc.mov,1920,1080,1920,1080,,high_resolution/fearful/fearful_138_1.jpg,high_resolution/fearful/fearful_138_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_138.mov,1a1mc_MXgoIJvr6t-IOSLTdeCYJDTGmpA
fearful_139.mov,fearful,high_resolution,dog-peering-through-hole-in-orange-paper-2026-09-17-03-22-37-utc.mov,1920,1080,1920,1080,,high_resolution/fearful/fearful_139_1.jpg,high_resolution/fearful/fearful_139_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_139.mov,19D5zyEQ2Yl43sSJgvtRTal6XcRhyMGt1
fearful_140.mp4,fearful,high_resolution,dog-portrait-close-up-of-black-and-brown-dog-2026-09-17-21-06-39-utc.mp4,1920,1080,1920,1080,,high_resolution/fearful/fearful_140_1.jpg,high_resolution/fearful/fearful_140_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_140.mp4,1hJcuH52IdQQRAnq0Pyo1bkxc_TwESzYu
fearful_141.mov,fearful,high_resolution,dog-sits-on-grass-and-looks-up-2026-09-16-13-25-24-utc.mov,1920,1080,1920,1080,,high_resolution/fearful/fearful_141_1.jpg,high_resolution/fearful/fearful_141_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_141.mov,1A0VFISvNtjxqSBniHXj3ZdJUnPJIZCQF
fearful_142.mov,fearful,high_resolution,dog-with-harness-looks-around-outdoors-on-leash-2026-09-17-12-57-56-utc.mov,1080,1920,1080,1920,,high_resolution/fearful/fearful_142_1.jpg,high_resolution/fearful/fearful_142_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_142.mov,1RyZis48yNrRmHnmP4L5YDvHEHszMZ3XR
fearful_143.mp4,fearful,high_resolution,dog_10839447,1080,1920,1080,1920,,high_resolution/fearful/fearful_143_1.jpg,high_resolution/fearful/fearful_143_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_143.mp4,1LLrhN9NnoiL5El2_xv-_d1xj0IMj-ASW
fearful_144.mp4,fearful,low_resolution,dog_13588050,240,426,240,426,,low_resolution/fearful/fearful_144_1.jpg,low_resolution/fearful/fearful_144_2.jpg,DATASET_final_videos/low_resolution/fearful/fearful_144.mp4,1nqLtG3R3P-T7Jts5lF3VIxzndZNHrF-S
fearful_145.mp4,fearful,low_resolution,dog_17413645,540,960,540,960,,low_resolution/fearful/fearful_145_1.jpg,low_resolution/fearful/fearful_145_2.jpg,DATASET_final_videos/low_resolution/fearful/fearful_145.mp4,19a2-qSSnK7XzksOl9vSLa9wtH4uAnsZn
fearful_146.mp4,fearful,high_resolution,dog_18336413,1440,2560,1440,2560,,high_resolution/fearful/fearful_146_1.jpg,high_resolution/fearful/fearful_146_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_146.mp4,1_kHPbVYvjOS8iamHAccclS2ZsCz-lqaX
fearful_147.mp4,fearful,high_resolution,dog_31145252,1280,720,1280,720,,high_resolution/fearful/fearful_147_1.jpg,high_resolution/fearful/fearful_147_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_147.mp4,1JMtty4SWLWaNmTwRVjZp_DRM5oga4zqP
fearful_148.mp4,fearful,high_resolution,dog_34906779,1440,2560,1440,2560,,high_resolution/fearful/fearful_148_1.jpg,high_resolution/fearful/fearful_148_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_148.mp4,17WFASPdsJAsBSWqMifIXVZqL96p7dxLe
fearful_149.mp4,fearful,high_resolution,dog_35390210,1440,2560,1440,2560,,high_resolution/fearful/fearful_149_1.jpg,high_resolution/fearful/fearful_149_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_149.mp4,1NlrhKC_UdaPlf0eOXYdDKilyBSGKeeaK
fearful_150.mp4,fearful,high_resolution,dog_36040939,1440,2560,1440,2560,,high_resolution/fearful/fearful_150_1.jpg,high_resolution/fearful/fearful_150_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_150.mp4,1T7i_c-igTipRFsz-yt-hSXnoEVIF44-u
fearful_151.mp4,fearful,high_resolution,dog_36405398,1440,2560,1440,2560,,high_resolution/fearful/fearful_151_1.jpg,high_resolution/fearful/fearful_151_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_151.mp4,1WJMtQt8fa9LZRPDI5THxkfLOuSob8Ss-
fearful_152.mp4,fearful,high_resolution,dog_37132254,1440,2560,1440,2560,,high_resolution/fearful/fearful_152_1.jpg,high_resolution/fearful/fearful_152_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_152.mp4,1ZwE-rGvLlN77sf4r01mDlTWdtuXSYFdM
fearful_153.mp4,fearful,high_resolution,dog_5495995,1280,720,1280,720,,high_resolution/fearful/fearful_153_1.jpg,high_resolution/fearful/fearful_153_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_153.mp4,10KCLNPS-RwyMgLGiS7hXGexisw0yPFH_
fearful_154.mp4,fearful,high_resolution,dog_7117652,1366,720,1366,720,,high_resolution/fearful/fearful_154_1.jpg,high_resolution/fearful/fearful_154_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_154.mp4,1L1nK8hDYQ9LdXlqjgBkIZNlXMoBobTuH
fearful_155.mp4,fearful,high_resolution,dog_7469779,1280,720,1280,720,,high_resolution/fearful/fearful_155_1.jpg,high_resolution/fearful/fearful_155_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_155.mp4,1Q-POLEyQt8NCvyvJGzzAoxcYaupNk6K9
fearful_156.mp4,fearful,high_resolution,dog_7682699,1280,720,1280,720,,high_resolution/fearful/fearful_156_1.jpg,high_resolution/fearful/fearful_156_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_156.mp4,18j_3KLRaj1DHsWOa5YFuF3I-wVJAYSX-
fearful_157.mp4,fearful,high_resolution,dogexpressions_7671002018269465887,1080,1920,1080,1920,,high_resolution/fearful/fearful_157_1.jpg,high_resolution/fearful/fearful_157_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_157.mp4,10ZOE8-iXOrKOmCVQwaaYeUHFrETKnPAn
fearful_158.mp4,fearful,high_resolution,dogexpressions_7673326487801433365,720,1280,720,1280,,high_resolution/fearful/fearful_158_1.jpg,high_resolution/fearful/fearful_158_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_158.mp4,1K4jwDqfodSUEoDJFa3oIkzHKvw_RWtn9
fearful_159.mp4,fearful,low_resolution,dogfacecloseup_6792496758200044806,540,960,540,960,,low_resolution/fearful/fearful_159_1.jpg,low_resolution/fearful/fearful_159_2.jpg,DATASET_final_videos/low_resolution/fearful/fearful_159.mp4,18izBPENSM8CInAxwGPXO1WFaT-zW7KpB
fearful_160.mp4,fearful,high_resolution,dogfaces_7545147479126265101,1080,1920,1080,1920,,high_resolution/fearful/fearful_160_1.jpg,high_resolution/fearful/fearful_160_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_160.mp4,1c8BphONTtcJozbH7mjRZpIL7Gw397zVX
fearful_161.mp4,fearful,low_resolution,dogfaces_7674132724487032086,558,1004,558,1004,,low_resolution/fearful/fearful_161_1.jpg,low_resolution/fearful/fearful_161_2.jpg,DATASET_final_videos/low_resolution/fearful/fearful_161.mp4,1JYQ8z8tcH0HHodLPbBlYG6AqF2YsCwNU
fearful_162.mp4,fearful,low_resolution,e54dc2a8d6af11511b9f1ad4670744cd.mp4,576,1024,576,1024,,low_resolution/fearful/fearful_162_1.jpg,low_resolution/fearful/fearful_162_2.jpg,DATASET_final_videos/low_resolution/fearful/fearful_162.mp4,1uQtkppnHbimmm5f1P8RrqNV2aAvjEFF7
fearful_163.mp4,fearful,low_resolution,f5d409e7123111ca72b40def7513428a.mp4,576,1024,576,1024,,low_resolution/fearful/fearful_163_1.jpg,low_resolution/fearful/fearful_163_2.jpg,DATASET_final_videos/low_resolution/fearful/fearful_163.mp4,144fJBflwZ-M0R-3zKEKiVbK_Hfxis0jt
fearful_164.mov,fearful,high_resolution,golden-brown-dog-relaxing-on-cushion-indoors-2026-09-17-07-28-05-utc.mov,1920,1080,1920,1080,,high_resolution/fearful/fearful_164_1.jpg,high_resolution/fearful/fearful_164_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_164.mov,1zABVaCgZ9vEqgLTU1AIJDG9kGXtDsAd-
fearful_165.mov,fearful,high_resolution,grey-dog-wearing-a-green-jacket-2026-09-17-02-07-19-utc.mov,1920,1080,1920,1080,,high_resolution/fearful/fearful_165_1.jpg,high_resolution/fearful/fearful_165_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_165.mov,1Gblgq0QUYE8MzJ8rmv654DmHJaKwtGpS
fearful_166.mp4,fearful,low_resolution,ipypJoKZ8yM_000367,406,720,406,720,,low_resolution/fearful/fearful_166_1.jpg,low_resolution/fearful/fearful_166_2.jpg,DATASET_final_videos/low_resolution/fearful/fearful_166.mp4,1ef_DPU6Lr2BJNJT29Rf3G-XYEG_jihIi
fearful_167.mp4,fearful,low_resolution,magnific-2866293,426,240,426,240,,low_resolution/fearful/fearful_167_1.jpg,low_resolution/fearful/fearful_167_2.jpg,DATASET_final_videos/low_resolution/fearful/fearful_167.mp4,1WlY_sni_cHYAOlgLkqL4efDLJJaDea_1
fearful_168.mp4,fearful,low_resolution,magnific-479097,454,240,454,240,,low_resolution/fearful/fearful_168_1.jpg,low_resolution/fearful/fearful_168_2.jpg,DATASET_final_videos/low_resolution/fearful/fearful_168.mp4,1y2qzJRnqPh8n7ZYgv6RV82ot98tC3r-L
fearful_169.mp4,fearful,high_resolution,mixkit-18198__stroking-a-dog-lying-on-the-grass,1920,1080,1920,1080,,high_resolution/fearful/fearful_169_1.jpg,high_resolution/fearful/fearful_169_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_169.mp4,1Hy3se5VO9JO0YR3Ie58Ibfo3DYQU-Kus
fearful_170.mp4,fearful,high_resolution,mixkit-21029__dalmatian-holding-a-stick,1280,720,1280,720,,high_resolution/fearful/fearful_170_1.jpg,high_resolution/fearful/fearful_170_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_170.mp4,1Vt4a1JKNtFP5JYhj6-Uk50HIFsylUppP
fearful_171.mp4,fearful,high_resolution,mixkit-25212__girl-with-pet-dog-in-the-playground,1280,720,1280,720,,high_resolution/fearful/fearful_171_1.jpg,high_resolution/fearful/fearful_171_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_171.mp4,1G0IZAOstsHP2OnsTobmOAlZjJyo-uXZU
fearful_172.mp4,fearful,high_resolution,mixkit-26029__small-dog-having-a-hair-cut,1280,720,1280,720,,high_resolution/fearful/fearful_172_1.jpg,high_resolution/fearful/fearful_172_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_172.mp4,1lTwcptsTRRnSwWbjuP_7Na2ylPYZ9XGK
fearful_173.mp4,fearful,high_resolution,mixkit-33100__person-bathing-his-dog-in-the-bathtub,1280,720,1280,720,,high_resolution/fearful/fearful_173_1.jpg,high_resolution/fearful/fearful_173_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_173.mp4,1FnFkxiYhveCsbDJ2rMSyVSLAI93pr4uP
fearful_174.mp4,fearful,high_resolution,mixkit-33101__dog-relaxing-after-a-bath,1280,720,1280,720,,high_resolution/fearful/fearful_174_1.jpg,high_resolution/fearful/fearful_174_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_174.mp4,1b9MGcscutxASiDSdAQg9bPa9oWIZshaR
fearful_175.mp4,fearful,high_resolution,mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath,1280,720,1280,720,,high_resolution/fearful/fearful_175_1.jpg,high_resolution/fearful/fearful_175_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_175.mp4,1413byrUxX4dxaLp8wXZ_y9QO_WF6uP8X
fearful_176.mp4,fearful,high_resolution,mixkit-33153__dog-asking-for-petting-behind-a-cage,1280,720,1280,720,,high_resolution/fearful/fearful_176_1.jpg,high_resolution/fearful/fearful_176_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_176.mp4,1Mgbb5DAFcAkpu0RFNMgffngEGr-Td2-Q
fearful_177.mp4,fearful,high_resolution,mixkit-45886__small-pomeranian-being-washed-in-a-tub-by-a-groomer,1280,720,1280,720,,high_resolution/fearful/fearful_177_1.jpg,high_resolution/fearful/fearful_177_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_177.mp4,10SbgkEcObeofhOwH7lrTp6x7ThJr6sPX
fearful_178.mp4,fearful,high_resolution,mixkit-48739__group-of-puppies-sleeping-in-a-pile,1280,720,1280,720,,high_resolution/fearful/fearful_178_1.jpg,high_resolution/fearful/fearful_178_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_178.mp4,1LSpw5R6s1uASMAD_TSjqERYqIYBFX-1l
fearful_179.mp4,fearful,high_resolution,pixabay_25094,2560,1440,2560,1440,,high_resolution/fearful/fearful_179_1.jpg,high_resolution/fearful/fearful_179_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_179.mp4,18CIod3EHvtirmctvW0Rw-MAGogCGwyaX
fearful_180.mp4,fearful,low_resolution,qlNeLv6_EzU.mp4,640,360,380,360,sides,low_resolution/fearful/fearful_180_1.jpg,low_resolution/fearful/fearful_180_2.jpg,DATASET_final_videos/low_resolution/fearful/fearful_180.mp4,1BSoqUE_jSLyte5IwrnjJxEpnwWCXsEEQ
fearful_181.mp4,fearful,low_resolution,rT64-oHe0XI.mp4,360,640,360,640,,low_resolution/fearful/fearful_181_1.jpg,low_resolution/fearful/fearful_181_2.jpg,DATASET_final_videos/low_resolution/fearful/fearful_181.mp4,1FCF33X9rvzuD-cPSozuVvptkPGITeRnV
fearful_182.mp4,fearful,low_resolution,sIrRVAAWzVk.mp4,360,640,360,562,topbottom,low_resolution/fearful/fearful_182_1.jpg,low_resolution/fearful/fearful_182_2.jpg,DATASET_final_videos/low_resolution/fearful/fearful_182.mp4,1eTQcZ-aEIdhfZIw--Ny3jyMBEt1qt-F7
fearful_183.mp4,fearful,high_resolution,segment_long_16404188_18,1280,720,1280,720,,high_resolution/fearful/fearful_183_1.jpg,high_resolution/fearful/fearful_183_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_183.mp4,16zgpRSKV_9YwretXqZjIJ8F_gE1EYnfE
fearful_184.mp4,fearful,high_resolution,segment_long_37348445_53,1280,720,1280,720,,high_resolution/fearful/fearful_184_1.jpg,high_resolution/fearful/fearful_184_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_184.mp4,1QUqHmTJGWWWBMoEtdsgIQr3gifDCmgak
fearful_185.mov,fearful,high_resolution,small-cream-colored-dog-looking-upward-2026-09-15-01-05-14-utc.mov,4096,2160,4096,2160,,high_resolution/fearful/fearful_185_1.jpg,high_resolution/fearful/fearful_185_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_185.mov,1HjeG3eUZJqZvxRuFWsKr-WBnw913Xmg8
fearful_186.mov,fearful,high_resolution,small-dog-sitting-on-a-couch-with-blanket-2026-09-16-08-14-47-utc.mov,1920,1080,1920,1080,,high_resolution/fearful/fearful_186_1.jpg,high_resolution/fearful/fearful_186_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_186.mov,1mjNxp7vGstywy9dcd-yG4LT3tJNasASg
fearful_187.mov,fearful,high_resolution,spotted-dog-standing-alertly-in-field-2026-09-17-05-59-22-utc.mov,1920,1080,1920,1080,,high_resolution/fearful/fearful_187_1.jpg,high_resolution/fearful/fearful_187_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_187.mov,1zecti5IcEkBJ6HmXhVc8bDEGe_B6QF1k
fearful_188.mp4,fearful,low_resolution,u9fNxbxt__U_000499,360,640,360,640,,low_resolution/fearful/fearful_188_1.jpg,low_resolution/fearful/fearful_188_2.jpg,DATASET_final_videos/low_resolution/fearful/fearful_188.mp4,1HPl4A9IyaigYNRmWnFx7Jq1fC2NDqIlQ
fearful_189.mov,fearful,high_resolution,wet-dog-shakes-head-on-green-grass-2026-09-17-05-33-42-utc.mov,1920,1080,1920,1080,,high_resolution/fearful/fearful_189_1.jpg,high_resolution/fearful/fearful_189_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_189.mov,16aml0Dj9G9iiR2pAI7ZdyULnLnbDOAkh
fearful_190.mp4,fearful,high_resolution,youtube_angry dog growling_JW4LbPvUcbY,1920,1080,1920,1080,,high_resolution/fearful/fearful_190_1.jpg,high_resolution/fearful/fearful_190_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_190.mp4,1s--ON3IH284cROGOdvEOrZzqaQOFrmYZ
fearful_191.mp4,fearful,high_resolution,youtube_angry dog growling_Ygwicxd8IOM,1920,1080,1920,1080,,high_resolution/fearful/fearful_191_1.jpg,high_resolution/fearful/fearful_191_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_191.mp4,1_TGjzWQALFXsCUpypNRakss22SpMuXsR
fearful_192.mp4,fearful,high_resolution,youtube_dog reaction funny face_rgcmLSHYoZY,1920,1080,1920,1080,,high_resolution/fearful/fearful_192_1.jpg,high_resolution/fearful/fearful_192_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_192.mp4,1x-x_O3tzZoyRA1GcX1Ed40bBrqhEYd1L
fearful_193.mp4,fearful,high_resolution,собаки_7043040735473503490,720,1280,720,1280,,high_resolution/fearful/fearful_193_1.jpg,high_resolution/fearful/fearful_193_2.jpg,DATASET_final_videos/high_resolution/fearful/fearful_193.mp4,1AjJdJZDeVEy_ocuL92EOB-i-lJpP5Dw_
happy_001.mp4,happy,low_resolution,0624e56ea6b21e97f8add5e791faf2ed.mp4,576,1024,576,1024,,low_resolution/happy/happy_001_1.jpg,low_resolution/happy/happy_001_2.jpg,DATASET_final_videos/low_resolution/happy/happy_001.mp4,1oZuIFhuJ8VeHYwye12Jmc9nDZz5WB0GK
happy_002.mp4,happy,low_resolution,062b5463177ed0f313a18faacd6c28f5,576,1024,576,1024,,low_resolution/happy/happy_002_1.jpg,low_resolution/happy/happy_002_2.jpg,DATASET_final_videos/low_resolution/happy/happy_002.mp4,1C6tKPHKQgiiS2AKpEIxs2N-mr28aYzVa
happy_003.mp4,happy,low_resolution,062b5463177ed0f313a18faacd6c28f5.mp4,576,1024,576,1024,,low_resolution/happy/happy_003_1.jpg,low_resolution/happy/happy_003_2.jpg,DATASET_final_videos/low_resolution/happy/happy_003.mp4,1wgt42dU4yO7wGntlT-B_IiZ6xN3sGcb-
happy_004.mp4,happy,low_resolution,062cfe5246128b85e5e7720ca583ef0d.mp4,576,1024,576,1024,,low_resolution/happy/happy_004_1.jpg,low_resolution/happy/happy_004_2.jpg,DATASET_final_videos/low_resolution/happy/happy_004.mp4,1nPuFwnSpGLRYZhVlsYvknIigLMkga2HU
happy_005.mp4,happy,low_resolution,06d4b78acfe62e45cc395ed7612c143e.mp4,576,1024,576,1024,,low_resolution/happy/happy_005_1.jpg,low_resolution/happy/happy_005_2.jpg,DATASET_final_videos/low_resolution/happy/happy_005.mp4,1cLlBnHUg8kwH68ljZGqo_NcembgnxbCV
happy_006.mp4,happy,low_resolution,119057d4e978e7d4179e39e5b4ec783e.mp4,576,1024,576,1024,,low_resolution/happy/happy_006_1.jpg,low_resolution/happy/happy_006_2.jpg,DATASET_final_videos/low_resolution/happy/happy_006.mp4,107QSYrW-cgcX2l68ul2TexK1Z9JjC-R_
happy_007.mp4,happy,low_resolution,2000d2027672c191bd667b8e05f66ba8.mp4,576,1024,576,1024,,low_resolution/happy/happy_007_1.jpg,low_resolution/happy/happy_007_2.jpg,DATASET_final_videos/low_resolution/happy/happy_007.mp4,1mCP5ZqTAV60zsaa1y-NVSeffUeDvjd38
happy_008.mp4,happy,low_resolution,2156e5322b6fc467778d43fe6819d718.mp4,576,1024,576,1024,,low_resolution/happy/happy_008_1.jpg,low_resolution/happy/happy_008_2.jpg,DATASET_final_videos/low_resolution/happy/happy_008.mp4,1Rz0AAv8m8MlCMtiv8ZJ7oAhRoDypAcv3
happy_009.mp4,happy,low_resolution,26e56713feac4fa96a94073821f9d8b7.mp4,576,1024,576,1024,,low_resolution/happy/happy_009_1.jpg,low_resolution/happy/happy_009_2.jpg,DATASET_final_videos/low_resolution/happy/happy_009.mp4,1OuAMrtCnFcUmMX3J8mNnJ67FJWxmwOVn
happy_010.mp4,happy,low_resolution,27ed2230b7e96b0c0695844d555592e1.mp4,576,1024,576,1024,,low_resolution/happy/happy_010_1.jpg,low_resolution/happy/happy_010_2.jpg,DATASET_final_videos/low_resolution/happy/happy_010.mp4,1m0X38FfOyGIVGv9etlFhIhgYIMFjGMSt
happy_011.mp4,happy,low_resolution,360e2cf331b1b13210fc5cc8c3476011.mp4,576,1024,576,1024,,low_resolution/happy/happy_011_1.jpg,low_resolution/happy/happy_011_2.jpg,DATASET_final_videos/low_resolution/happy/happy_011.mp4,1z7x11JZU-8RQ2v1SU0HqfxBNiAeCd8eV
happy_012.mp4,happy,low_resolution,3d979479f13f9e55fc231f0e7aef7bdc.mp4,576,1024,576,1024,,low_resolution/happy/happy_012_1.jpg,low_resolution/happy/happy_012_2.jpg,DATASET_final_videos/low_resolution/happy/happy_012.mp4,1M8kuxwMpzj3rhjcm31YDaaKAuv-5VbBa
happy_013.mp4,happy,low_resolution,3e9101dc533a541bb3bae18a2a999d17.mp4,576,1024,576,1024,,low_resolution/happy/happy_013_1.jpg,low_resolution/happy/happy_013_2.jpg,DATASET_final_videos/low_resolution/happy/happy_013.mp4,18PGq_yNOnlKyawYcrEXiO4VqiVDiFm09
happy_014.mp4,happy,low_resolution,4a9f752c429dd086765efbb0354187bf,576,1024,576,1024,,low_resolution/happy/happy_014_1.jpg,low_resolution/happy/happy_014_2.jpg,DATASET_final_videos/low_resolution/happy/happy_014.mp4,1SEYOuSrJNZZ3ArnD0zQi_4Y1Uygu8a3P
happy_015.mp4,happy,low_resolution,4af1e8f295e043119d8d14a9b016d197.mp4,576,1024,576,1024,,low_resolution/happy/happy_015_1.jpg,low_resolution/happy/happy_015_2.jpg,DATASET_final_videos/low_resolution/happy/happy_015.mp4,1o3tq83yL3cV-2P9fZWF1BU2xnKMLcKoO
happy_016.mp4,happy,low_resolution,5cec1f5ddc4d9252e809308fc4719351,576,1024,576,1024,,low_resolution/happy/happy_016_1.jpg,low_resolution/happy/happy_016_2.jpg,DATASET_final_videos/low_resolution/happy/happy_016.mp4,1yxAYg4yErerIIOBUOGeh2-TCPPr9Ppgq
happy_017.mp4,happy,low_resolution,5zCvEu2S10E_000469,406,720,406,720,,low_resolution/happy/happy_017_1.jpg,low_resolution/happy/happy_017_2.jpg,DATASET_final_videos/low_resolution/happy/happy_017.mp4,1x9EguZg8Fg6TKUqcouO_lDn0co8rZwg_
happy_018.mp4,happy,low_resolution,601745faf63ebfe2e5ba6d92d00a7806.mp4,576,1024,576,1024,,low_resolution/happy/happy_018_1.jpg,low_resolution/happy/happy_018_2.jpg,DATASET_final_videos/low_resolution/happy/happy_018.mp4,1kGio-0eDSt0bV6S0tClCZybR-jF7DEa7
happy_019.mp4,happy,low_resolution,66d5955d905ddeef5d6e3a332ab1dc1f.mp4,576,1024,576,1024,,low_resolution/happy/happy_019_1.jpg,low_resolution/happy/happy_019_2.jpg,DATASET_final_videos/low_resolution/happy/happy_019.mp4,1dMXObmbs8HAOX0LK4ZJEpEeW6jMdr3Dj
happy_020.mp4,happy,low_resolution,68d228a94e658e2269a8794e850d7a22.mp4,576,1024,576,1024,,low_resolution/happy/happy_020_1.jpg,low_resolution/happy/happy_020_2.jpg,DATASET_final_videos/low_resolution/happy/happy_020.mp4,1yotReiWIjQTLbiDKsSV7xJT0HVIss3lJ
happy_021.mp4,happy,low_resolution,7602a2d013ef006558002656da7765a4.mp4,576,1024,576,1024,,low_resolution/happy/happy_021_1.jpg,low_resolution/happy/happy_021_2.jpg,DATASET_final_videos/low_resolution/happy/happy_021.mp4,1UMu_3G3Rw5lfXf4zgZsX4i7UFDc-uVWy
happy_022.mp4,happy,low_resolution,771b9e1d8ab8536be7c8575c9149479b.mp4,576,1024,576,1024,,low_resolution/happy/happy_022_1.jpg,low_resolution/happy/happy_022_2.jpg,DATASET_final_videos/low_resolution/happy/happy_022.mp4,1AgB3sVuGKLuuzpjeX5FAvkaLXTHlSd4z
happy_023.mp4,happy,low_resolution,7dc4b24006761b1079df95fb8a48317f.mp4,576,1024,576,1024,,low_resolution/happy/happy_023_1.jpg,low_resolution/happy/happy_023_2.jpg,DATASET_final_videos/low_resolution/happy/happy_023.mp4,1zc1MOtAqhUq5nYoiQb6tMEfPKs86jZ5H
happy_024.mp4,happy,low_resolution,7vMLhRtWJNs_000101,360,640,360,640,,low_resolution/happy/happy_024_1.jpg,low_resolution/happy/happy_024_2.jpg,DATASET_final_videos/low_resolution/happy/happy_024.mp4,1LrQNs5EDDz5m6EoujUWEG1nNnEIBVvAi
happy_025.mp4,happy,low_resolution,8a1adf34449df030100761186707bdcd.mp4,576,1024,576,1024,,low_resolution/happy/happy_025_1.jpg,low_resolution/happy/happy_025_2.jpg,DATASET_final_videos/low_resolution/happy/happy_025.mp4,15B0e23HfLntzdwYROEcIDbahsOam14xQ
happy_026.mp4,happy,low_resolution,DV7Hk3NU4To_000429,406,720,406,720,,low_resolution/happy/happy_026_1.jpg,low_resolution/happy/happy_026_2.jpg,DATASET_final_videos/low_resolution/happy/happy_026.mp4,18lPk7ZrRo93mBb7andRmzk0hLCb6TCB4
